,Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Correspondence Address,Document Type,Source
2518,Shastry P.; Prakash C.O.,58779703800; 57215509104,"Comparative Analysis of LDA, LSA and NMF Topic Modelling for Web Data",2023,AIP Conference Proceedings,0.0,10.1063/5.0178761,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180607609&doi=10.1063%2f5.0178761&partnerID=40&md5=ea03a84b3be080a1b6322a2705106230,"Department of Computer Science and Engineering, PES University, Bangalore, India","P. Shastry; Department of Computer Science and Engineering, PES University, Bangalore, India; email: poojashastry2014@gmail.com",Conference paper,Scopus
2519,Sun W.; Zhao L.,58786509200; 57191225344,BIM-Based Building Performance Simulation Analysis: A Multi-Parameter-Driven Approach to Building Energy Efficiency and Carbon Reduction,2023,International Journal of Pattern Recognition and Artificial Intelligence,0.0,10.1142/S0218001423540198,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180973530&doi=10.1142%2fS0218001423540198&partnerID=40&md5=5b135ce149e6ed5dcc0bc95be4195ea9,"School of Mechanics and Civil Engineering, China University of Mining and Technology, Xuzhou, 221000, China; School of Architectural Construction, Jiangsu Vocational, Institute of Architectural Technology, Xuzhou, 221000, China; School of Information and Electronics Engineering, Jiangsu Vocational Institute of Architectural Technology, Xuzhou, China","W. Sun; School of Mechanics and Civil Engineering, China University of Mining and Technology, Xuzhou, 221000, China; email: sunwu2023@126.com",Article,Scopus
2520,Zhang Y.; Bayr T.; Latif M.; Song Z.; Park W.; Reintges A.,55801098700; 55330583500; 7005132811; 57190739180; 55728284400; 57189389725,Local and Remote Causes of the Equatorial Pacific Cold Sea Surface Temperature Bias in the Kiel Climate Model,2023,Journal of Climate,0.0,10.1175/JCLI-D-22-0874.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180372728&doi=10.1175%2fJCLI-D-22-0874.1&partnerID=40&md5=dc55440c7fd514a85f5861b96766ad08,"State Environmental Protection Key Laboratory of Water Environmental Simulation and Pollution Control, South China Institute of Environmental Sciences, Ministry of Ecology and Environment of the People’s Republic of China, Guangzhou, China; GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, Germany; Faculty of Mathematics and Natural Sciences, Christian-Albrechts-University of Kiel, Kiel, Germany; School of Atmospheric Sciences, Sun Yat-sen University, Key Laboratory of Tropical Atmosphere–Ocean System, Ministry of Education, Zhuhai, China; Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), Zhuhai, China; Center for Climate Physics, Institute for Basic Science, Busan, South Korea; Department of Climate System, Pusan National University, Busan, South Korea; National Centre for Atmospheric Science, University of Reading, Reading, United Kingdom","Z. Song; School of Atmospheric Sciences, Sun Yat-sen University, Key Laboratory of Tropical Atmosphere–Ocean System, Ministry of Education, Zhuhai, China; email: songzhaoy@mail.sysu.edu.cn",Article,Scopus
2521,Jayadharshini P.; Madhuvanthi T.; Abirami T.; Thangaraj P.,57222962127; 57201120058; 55620398400; 26432403100,Meditect-Medicine Recognition Using Deep Learning Technique,2023,AIP Conference Proceedings,0.0,10.1063/5.0179964,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180591418&doi=10.1063%2f5.0179964&partnerID=40&md5=9a6eab41c1740b59553c195a07fe7d8d,"Department of Artificial Intelligence, Kongu Engineering College (Autonomous), Erode, Tamil Nadu, Perundurai, India; Department of Computational Intelligence, SRM Institute of Science and Technology, Tamil Nadu, Chengalpattu, India; Computer Science and Engineering, KPR Institute of Engineering and Technology, Avinashi Road, Coimbatore, Tamil Nadu, Arasur, 641 407, India","P. Thangaraj; Computer Science and Engineering, KPR Institute of Engineering and Technology, Arasur, Avinashi Road, Coimbatore, Tamil Nadu, 641 407, India; email: director.cfrd@kpriet.ac.in",Conference paper,Scopus
2522,Tamai M.; Taba S.; Mise T.; Yamashita M.; Ishikawa H.; Shintake T.,35796590200; 57202992953; 58825406800; 57201121635; 58280696400; 7004859499,Effect of Ethanol Vapor Inhalation Treatment on Lethal Respiratory Viral Infection With Influenza A,2023,Journal of Infectious Diseases,0.0,10.1093/infdis/jiad089,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180532962&doi=10.1093%2finfdis%2fjiad089&partnerID=40&md5=7b24a9e67aa8e274a65dd3a894ed7d39,"Immune Signal Unit, Okinawa Institute of Science and Technology, Tancha 1919-1, Onna-son, Okinawa, 904-0495, Japan; Quantum Wave Microscopy Unit, Okinawa Institute of Science and Technology, Tancha 1919-1, Onna-son, Okinawa, 904-0495, Japan","H. Ishikawa; Immune Signal Unit, Okinawa Institute of Science and Technology, Okinawa, Tancha 1919-1, Onna-son, 904-0495, Japan; email: hiroki.ishikawa@oist.jp; T. Shintake; Quantum Wave Microscopy Unit, Okinawa Institute of Science and Technology, Okinawa, Tancha 1919-1, Onna-son, 904-0495, Japan; email: tsumoru.shintake@oist.jp",Article,Scopus
2523,Lv T.; Zhong Z.; Liang Y.; Li F.; Huang J.; Zheng R.,57211910171; 55612592300; 57218167263; 58005075400; 36561736600; 56962717000,Deep Charge: Deep learning model of electron density from a one-shot density functional theory calculation,2023,Physical Review B,0.0,10.1103/PhysRevB.108.235159,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180971879&doi=10.1103%2fPhysRevB.108.235159&partnerID=40&md5=fd78182944b4b1950b8755251d02a0bc,"School of Physics, The University of Sydney, 2006, NSW, Australia; Ningbo Institute of Materials Technology and Engineering, Chinese Academy of Science, Zhejiang, Ningbo, 315201, China; School of Chemical and Biomolecular Engineering, The University of Sydney, 2006, NSW, Australia",,Article,Scopus
2524,Yan J.; Chen A.; Chao J.,58778061000; 58777946800; 57918252900,Application of Internet of Things and multimedia technology in English online teaching,2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM-226928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180532447&doi=10.3233%2fJCM-226928&partnerID=40&md5=7089ddd40eb7e618b32c9cb350a94b68,"Department of Basic Courses, Jiaozuo University, Henan, Jiaozuo, China; School of Marxism, Jiaozuo University, Henan, Jiaozuo, China; School of Information Engineering, Jiaozuo University, Henan, Jiaozuo, China","J. Yan; Department of Basic Courses, Jiaozuo University, Jiaozuo, Henan, China; email: yanjing_vip@outlook.com",Article,Scopus
2525,Zhu S.; Chen J.,36130751900; 58612415900,A study on human errors of air traffic controllers based on HFACS-AHP,2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM227000,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180405532&doi=10.3233%2fJCM227000&partnerID=40&md5=05c038a8cbe9b8333d6b9ea169122363,"College of Civil Aviation, Nanjing University of Aeronautics and Astronautics, Jiangsu, Nanjing, China; Flight College, Binzhou University, Shandong, Binzhou, China","S. Zhu; College of Civil Aviation, Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China; email: zhushouxi@163.com",Article,Scopus
2526,Cao J.; Lian X.; Cao M.; Wang B.; Wang H.; Zhu X.; Zhao H.,57199888745; 58774953400; 58775145900; 57221064733; 57303067300; 57960680600; 35195037900,Wettening of the Southern Hemisphere Land Monsoon during 1901–2014,2023,Journal of Climate,1.0,10.1175/JCLI-D-23-0066.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180374900&doi=10.1175%2fJCLI-D-23-0066.1&partnerID=40&md5=7fb5ed713d0b6ed8a37f6e74c620a232,"Key Laboratory of Meteorological Disaster, Ministry of Education, Joint International Research Laboratory of Climate and Environment Change, Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disasters, Nanjing University of Information Science and Technology, Nanjing, China; Earth System Modeling Center, Nanjing University of Information Science and Technology, Nanjing, China; School of Business, Nanjing University of Information Science and Technology, Nanjing, China; Department of Atmospheric Sciences, University of Hawai‘i at Mānoa, Honolulu, HI, United States; Ningxia Climate Center, Ningxia, China","J. Cao; Key Laboratory of Meteorological Disaster, Ministry of Education, Joint International Research Laboratory of Climate and Environment Change, Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disasters, Nanjing University of Information Science and Technology, Nanjing, China; email: jianc@nuist.edu.cn; B. Wang; Earth System Modeling Center, Nanjing University of Information Science and Technology, Nanjing, China; email: wangbin@hawaii.edu",Article,Scopus
2527,Kaleel Rahuman A.; Priya K.; Uma Maheswari P.; Mathu Sudhanan S.R.,37090692900; 57807311300; 58779547000; 58778546200,Automatic Fruit Classification Using Inception-ResNetV2,2023,AIP Conference Proceedings,0.0,10.1063/5.0178647,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180590202&doi=10.1063%2f5.0178647&partnerID=40&md5=915c956e20b4ae56a17efb3e89f3436e,"Department of ECE, PSNA College of Engineering and Technology, Tamil Nadu, Dindigul, India; Department of ECE, Thiagarajar College of Engineering, Tamil Nadu, Madurai, India; Department of IT, Velammal College of Engineering and Technology, Tamil Nadu, Madurai, India; Department of CS, Mannar Thirumalai Naicker College, Tamil Nadu, Madurai, India","K. Priya; Department of ECE, Thiagarajar College of Engineering, Madurai, Tamil Nadu, India; email: priya5586@gmail.com",Conference paper,Scopus
2528,Sanjana G.; Prakash C.O.,58778547400; 57215509104,Comparative Study of Different Machine Learning Models for Detecting Spam Tweet,2023,AIP Conference Proceedings,0.0,10.1063/5.0178994,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180569135&doi=10.1063%2f5.0178994&partnerID=40&md5=af3adef6c77703fd131cf60e127cd91a,"Department of Computer Science and Engineering, PES University, Bangalore, India","G. Sanjana; Department of Computer Science and Engineering, PES University, Bangalore, India; email: sanjanagowda2430@gmail.com",Conference paper,Scopus
2529,Nedić A.-M.; Christensen M.H.; Lee Y.; Li B.; Ueland B.G.; Fernandes R.M.; McQueeney R.J.; Ke L.; Orth P.P.,57216803164; 56033210100; 13006962500; 57212398860; 6506003777; 8509676400; 57216377788; 16064011000; 36562363900,Competing magnetic fluctuations and orders in a multiorbital model of doped SrCo2As2,2023,Physical Review B,0.0,10.1103/PhysRevB.108.245149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180926510&doi=10.1103%2fPhysRevB.108.245149&partnerID=40&md5=3a338b22c70971a3f24b5248901a7875,"Department of Physics and Astronomy, Iowa State University, Ames, 50011, IA, United States; Ames National Laboratory, Ames, 50011, IA, United States; School of Physics and Astronomy, University of Minnesota, Minneapolis, 55455, MN, United States; Niels Bohr Institute, University of Copenhagen, 2100, Denmark",,Article,Scopus
2530,Tang H.; Zhou Y.; Hou P.; Xing L.; Chen Y.; Li H.,58778171400; 58482422900; 57846178400; 57858677000; 57845953900; 57060881100,Research on the construction of marine creatures classification and identification model based on ResNet50,2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM-226974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180527814&doi=10.3233%2fJCM-226974&partnerID=40&md5=b4e13b85e377ce9d89080dd541371561,"School of Computer Engineering, Jiangsu Ocean University, Jiangsu, Lianyungang, China; Tai Zhou Polytechnic College, Jiangsu, Taizhou, China","Y. Chen; School of Computer Engineering, Jiangsu Ocean University, Lianyungang, Jiangsu, China; email: 2002000051@jou.edu.cn; H. Li; School of Computer Engineering, Jiangsu Ocean University, Lianyungang, Jiangsu, China; email: shufanzs@126.com",Article,Scopus
2531,Han Z.-Y.; He L.; Yin L.-J.,58786525500; 57199954428; 56095127000,Quantum confinement and interference via Fabry-Pérot-like resonators in rhombohedral trilayer graphene on graphite,2023,Physical Review B,0.0,10.1103/PhysRevB.108.245422,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180974074&doi=10.1103%2fPhysRevB.108.245422&partnerID=40&md5=3ee62d6714939ba5554770725473713d,"Key Laboratory for Micro/Nano Optoelectronic Devices, Ministry of Education, Hunan Provincial Key Laboratory of Low-Dimensional Structural Physics and Devices, School of Physics and Electronics, Hunan University, Changsha, 410082, China; Center for Advanced Quantum Studies, Department of Physics, Beijing Normal University, Beijing, 100875, China; Research Institute of Hunan University in Chongqing, Chongqing, 401120, China",,Article,Scopus
2532,Zheng W.; Yu X.; Wang H.; Bai Y.,58788423100; 58787953500; 58788423200; 8956962400,DOA Estimation Method Based on RBM-BP Algorithm,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE230966,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181055611&doi=10.3233%2fATDE230966&partnerID=40&md5=2b3a5ca2fcd2cad0b89859918a13632b,"School of Mathematics, North University of China, Shanxi, Taiyuan, 030051, China","Y. Bai; School of Mathematics, North University of China, Taiyuan, Shanxi, 030051, China; email: baiyp666@163.com",Conference paper,Scopus
2533,Riyahi N.S.; Goli M.; Shahbazian S.,58621425000; 37055610200; 6507387418,Quantifying errors of electron-proton/muon correlation functionals through the Kohn-Sham inversion of a two-component model system,2023,Physical Review B,0.0,10.1103/PhysRevB.108.245155,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180549122&doi=10.1103%2fPhysRevB.108.245155&partnerID=40&md5=d4312c78b729e1e6e31453c8694b1049,"Department of Physical and Computational Chemistry, Shahid Beheshti University, Evin, Tehran, 19839-69411, Iran; School of Nano Science, Institute for Research in Fundamental Sciences (IPM), Tehran, 19395-5531, Iran; Department of Physics, Shahid Beheshti University, Evin, Tehran, 19839-69411, Iran; Department of Chemistry, Sharif University of Technology, Tehran, 11155-9516, Iran",,Article,Scopus
2534,Bonati C.; Pelissetto A.; Vicari E.,26323493900; 7005387677; 7004337721,Abelian Higgs gauge theories with multicomponent scalar fields and multiparameter scalar potentials,2023,Physical Review B,0.0,10.1103/PhysRevB.108.245154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180959712&doi=10.1103%2fPhysRevB.108.245154&partnerID=40&md5=107bd871e0e14d54a341e64e8306d11b,"Dipartimento di Fisica dell'Università di Pisa, INFN, Largo Pontecorvo 3, Pisa, I-56127, Italy; Dipartimento di Fisica dell'Università di Roma Sapienza, INFN, Sezione di Roma I, Roma, I-00185, Italy; Dipartimento di Fisica dell'Università di Pisa, Largo Pontecorvo 3, Pisa, I-56127, Italy",,Article,Scopus
2535,Sivaraman M.; Sumitha J.,57999094000; 55652526900,Prediction of Diabetes Using Optimized RBFNN Algorithm,2023,AIP Conference Proceedings,0.0,10.1063/5.0178622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180567877&doi=10.1063%2f5.0178622&partnerID=40&md5=455324c88bad5267a0922a3777876a1e,"Department of Computer Science, Dr. SNS Rajalakshmi College of Arts and Science, Tamil Nadu, Coimbatore, India","M. Sivaraman; Department of Computer Science, Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore, Tamil Nadu, India; email: sivaramanranjith@gmail.com",Conference paper,Scopus
2536,Jin Y.; Liu Y.; Wu R.; Wang J.,57657622200; 57858560200; 58779623900; 55742758500,Local tensile strain boosts the electrocatalytic ammonia oxidation reaction,2023,Chemical Communications,0.0,10.1039/d3cc04820a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180585423&doi=10.1039%2fd3cc04820a&partnerID=40&md5=b4c9e446958f1473fa4395ded55ee02a,"School of Materials Science and Engineering, Zhejiang University, Hangzhou, 310027, China; Research Center for Industries of the Future, Westlake University, Hangzhou, 310030, China; Key Laboratory of 3D Micro/Nano Fabrication and Characterization of Zhejiang Province, School of Engineering, Westlake University, Hangzhou, 310030, China; Institute of Advanced Technology, Westlake Institute for Advanced Study, Hangzhou, 310024, China; School of Automotive Engineering, Hangzhou Polytechnic, Hangzhou, 311402, China",,Article,Scopus
2537,Qi X.; Wang X.; Gao C.; Wang N.; Wu Y.; Zhang L.,57204806047; 57206601282; 57206896888; 56585125800; 58787249200; 57216581388,Application of Pipe Model Theory to Leaf Weight Estimation,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE230972,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181067779&doi=10.3233%2fATDE230972&partnerID=40&md5=8c31c8820aa1df7120f433e6af94fc70,"Institude of Information Communication, National University of Defense Technology Wuhan, Hubei, 430010, China","X. Qi; Wuhan, 122 Luojiadun Qiaokou District, GutianStreet, Hubei, 430010, China; email: 39652970@qq.com",Conference paper,Scopus
2538,Riemland M.,58088813100,"Theorizing sustainable, low-resource MT in development settings Pivot-based MT between Guatemala’s indigenous Mayan languages",2023,Translation Spaces(Netherland),0.0,10.1075/ts.22018.rie,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180597135&doi=10.1075%2fts.22018.rie&partnerID=40&md5=b93cb02a71382abad8cc7327268aa867,"Dublin City University, Ireland","M. Riemland; School of Applied Language and Intercultural Studies, Dublin City University, Glasnevin, Dublin 9, Ireland; email: matthew.riemland2@mail.dcu.ie",Article,Scopus
2539,Koyama S.; Nasu J.,57224570052; 23005169900,Flavor-wave theory with quasiparticle damping at finite temperatures: Application to chiral edge modes in the Kitaev model,2023,Physical Review B,1.0,10.1103/PhysRevB.108.235162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180950292&doi=10.1103%2fPhysRevB.108.235162&partnerID=40&md5=354df7bf6b5523f1caa9e09d7fefe369,"Department of Physics, Tohoku University, Miyagi, Sendai, 980-8578, Japan",,Article,Scopus
2540,Sawang S.; Seangrung R.; Tontisirin N.; Wanpiroon P.,57224829562; 21741046300; 58668726500; 58781136000,"Assessing the effectiveness of a digital, case-based learning platform for cancer pain management in residency training",2023,International journal of medical education,0.0,10.5116/ijme.6563.251d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180619046&doi=10.5116%2fijme.6563.251d&partnerID=40&md5=b5b4d9d1d31fcdebd43625eb4ce91611,"Department of Anesthesiology, Faculty of Medicine Ramathibodi Hospital, Bangkok, Thailand; Department of Education Technology and Information Science, Faculty of Technical Education, King Mongkut's Universi-ty of Technology North Bangkok, Bangkok, Thailand",,Article,Scopus
2541,Xu H.; Fan D.; Lin Y.; Liu C.; Huang K.; Zhao Z.; Huang X.; Liu Y.; Xu M.; Li Z.,58779815800; 57377944400; 58779815900; 57201307375; 57219326030; 58149880000; 58150055100; 58149704200; 57366654800; 54398879900,Screening plasma metabolites as potential biomarkers for type B aortic dissection,2023,Cardiovascular Diagnosis and Therapy,0.0,10.21037/cdt-23-183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180584500&doi=10.21037%2fcdt-23-183&partnerID=40&md5=758a825b157319aa440b34a522546ae9,"Department of Cardiovascular Medicine, Jieyang People’s Hospital, Jieyang, China; Division of Vascular Surgery, The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; National-Guangdong Joint Engineering Laboratory for Diagnosis and Treatment of Vascular Diseases, The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China","M. Xu; Department of Cardiovascular Medicine, Jieyang People’s Hospital, Jieyang, Tianfu Road 107, Rongcheng District, 522000, China; email: xu_m_w@163.com; Z. Li; Division of Vascular Surgery, The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, No. 58 Zhongshan Er Road, 510000, China; email: lizilun@mail.sysu.edu.cn",Article,Scopus
2542,Zheng T.; Chen P.; Xu Y.; Jia P.; Li Y.; Li Y.; Cao J.; Li W.; Zhen Y.; Zhang Y.; Zhang S.; Du J.; Zhang J.,58778948800; 57969740100; 57193949898; 57195740290; 57746255100; 57564320200; 57970203200; 58779285800; 58778611300; 57477011200; 54881296200; 57190752460; 56084189700,Comprehensive analysis of thirteen-gene panel with prognosis value in Multiple Myeloma,2023,Cancer Biomarkers,0.0,10.3233/CBM-230115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180576360&doi=10.3233%2fCBM-230115&partnerID=40&md5=8125b7aef32527139a03c47eaf2e8ddc,"School of Life Sciences, Zhengzhou University, Henan, Zhengzhou, China; The Affiliated Cancer Hospital of Zhengzhou University and Henan Cancer Hospital, Henan, Zhengzhou, China","J. Zhang; School of Life Sciences, Zhengzhou University, Zhengzhou, No. 100, Science Avenue, Zhongyuan District, Henan, China; email: zhangjx@zzu.edu.cn",Article,Scopus
2543,Xu H.; Wu L.; Li C.; Xu G.; Hu J.,56285415300; 58099191000; 57220063499; 58787480500; 58787951500,Radar State Cognition and Clutter Suppression Method Based on Naive Bayes Learning,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE230968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181067429&doi=10.3233%2fATDE230968&partnerID=40&md5=8db6eed0aaf33c9482e365337ae8f64f,"Sichuan Jiuzhou Falcon Technologies Co., Ltd., Sichuan, Mianyang, 621000, China","L. Wu; Sichuan Jiuzhou Falcon Technologies Co., Ltd., Mianyang, Sichuan, 621000, China; email: 3847081@qq.com",Conference paper,Scopus
2544,Eyeleko A.H.; Feng T.,57451639300; 57203837688,A Critical Overview of Industrial Internet of Things Security and Privacy Issues Using a Layer-Based Hacking Scenario,2023,IEEE Internet of Things Journal,0.0,10.1109/JIOT.2023.3308195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180555669&doi=10.1109%2fJIOT.2023.3308195&partnerID=40&md5=a15b415c14c99242bc8320e18d25af28,"Lanzhou University of Technology, School of Computer Communication, Lanzhou, 730050, China","T. Feng; Lanzhou University of Technology, School of Computer Communication, Lanzhou, 730050, China; email: fengt@lut.edu.cn",Article,Scopus
2545,Yadav A.; Maskar P.; Dahat N.,58145669800; 58023911200; 58145875700,Magneto-static Analysis of Magnetorheological (MR) Fluid Damper Based on FEA Approach,2023,AIP Conference Proceedings,0.0,10.1063/5.0180317,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180606385&doi=10.1063%2f5.0180317&partnerID=40&md5=765211fb585b69ce3ca245b99530a960,"Mechanical Engineering Department, Walchand College of Engineering, Maharashtra, Sangli, 416415, India","A. Yadav; Mechanical Engineering Department, Walchand College of Engineering, Sangli, Maharashtra, 416415, India; email: yadavani0710@gmail.com",Conference paper,Scopus
2546,Sinha N.; Das A.,57218306041; 56270251300,Efficient Cluster Based Feature Analysis and Classification Scheme for Discrimination of Cardiovascular Diseases,2023,AIP Conference Proceedings,0.0,10.1063/5.0179504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180576766&doi=10.1063%2f5.0179504&partnerID=40&md5=691c9b7a2a6641bb3f8e51a36ace52bb,"Dept. of Radio Physics and Electronics, University of Calcutta, West Bengal, Kolkata, India","N. Sinha; Dept. of Radio Physics and Electronics, University of Calcutta, Kolkata, West Bengal, India; email: nabanitaroy.sinha@gmail.com",Conference paper,Scopus
2547,Miyamoto A.; Nakamura H.; Xie S.-P.; Miyasaka T.; Kosaka Y.,57204524123; 55910010100; 57202301596; 8696068900; 24076333900,Radiative Impacts of Californian Marine Low Clouds on North Pacific Climate in a Global Climate Model,2023,Journal of Climate,0.0,10.1175/JCLI-D-23-0153.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180371851&doi=10.1175%2fJCLI-D-23-0153.1&partnerID=40&md5=8798e2b13958d83516eac01d12a867bf,"Scripps Institution of Oceanography, University of California San Diego, La Jolla, CA, United States; Research Center for Advanced Science and Technology, The University of Tokyo, Tokyo, Japan; Japan Agency for Marine-Earth Science and Technology, Yokohama, Japan","A. Miyamoto; Scripps Institution of Oceanography, University of California San Diego, La Jolla, United States; email: aymiyamoto@ucsd.edu",Article,Scopus
2548,Chen S.; Kruger J.-L.,57193155197; 9277428700,The effectiveness of computer-assisted interpreting: A preliminary study based on English-Chinese consecutive interpreting,2023,Translation and Interpreting Studies,0.0,10.1075/tis.21036.che,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180557682&doi=10.1075%2ftis.21036.che&partnerID=40&md5=f7d5953ede31d73f9e5e8ce063eebb8e,"Southwest University, China; Macquarie University, Australia; North-West University, South Africa","S. Chen; Southwest University, China; email: sijia.rachel.chen@gmail.com",Article,Scopus
2549,Wang J.,58777892800,Cost control problems and countermeasures of e-commerce enterprises under the background of big data and Internet of Things,2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM-226931,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180532141&doi=10.3233%2fJCM-226931&partnerID=40&md5=89c74973addb1b25cfcc7885378f6c03,"School of Economics and Management, Jiaozuo University, Henan, Jiaozuo, 454000, China","J. Wang; School of Economics and Management, Jiaozuo University, Jiaozuo, Henan, 454000, China; email: wang_jing188@outlook.com",Article,Scopus
2550,Alcocer L.,7003571490,The immediate future of the health care provider-patient relationship: the impact of artificial intelligence; [El futuro inmediato de la relación médico paciente: el impacto de la inteligencia artificial],2023,Revista de la Federacion Argentina de Cardiologia,0.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180485233&partnerID=40&md5=411737acaa83f48a098cc289c941f6d8,"Grupo de Expertos en Hipertensión Arterial (GREHTA), Sociedad Interamericana de Hipertensión (IASH), Instituto Mexicano de Salud Cardiovascular, Ciudad de México, Mexico","L. Alcocer; CDMX, Tuxpan 16, Cuauhtemoc, 06760, Mexico; email: alcocerdb@gmail.com",Editorial,Scopus
2551,Talukdar C.; Sarma S.K.,58779366700; 57211549329,"Assamese Document Classification Using CNN, Multichannel CNN and CNN-SVM",2023,AIP Conference Proceedings,0.0,10.1063/5.0179324,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180567659&doi=10.1063%2f5.0179324&partnerID=40&md5=cb90b4f428df6e6d6d48452bfc509811,"Department of IT, Gauhati University, Assam, Guwahati, 781014, India","C. Talukdar; Department of IT, Gauhati University, Guwahati, Assam, 781014, India; email: ctalukdar@gmail.com",Conference paper,Scopus
2552,Fatriansyah J.F.; Thaqia A.D.; Rohman M.S.; Hartoyo F.; Dhaneswara D.,55814529900; 58779684200; 58034272200; 57652991400; 55899129700,Deep Learning for Life Cycle Assessment (LCA) Score Prediction on Plastic Bottle Packaging Products,2023,AIP Conference Proceedings,0.0,10.1063/5.0178584,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180566845&doi=10.1063%2f5.0178584&partnerID=40&md5=118593a6d82a12dfd9b592408aec203e,"Department of Metallurgical and Materials Engineering, Faculty of Engineering, Universitas Indonesia, Kampus UI Depok, Jawa Barat, Depok, 16424, Indonesia; Department of Economics, Faculty of Economics and Business, Universitas Airlangga, Gubeng, Jawa Timur, Surabaya, 60286, Indonesia","A.D. Thaqia; Department of Metallurgical and Materials Engineering, Faculty of Engineering, Universitas Indonesia, Depok, Kampus UI Depok, Jawa Barat, 16424, Indonesia; email: aurelia.divanti@ui.ac.id",Conference paper,Scopus
2553,Suprajetno R.I.; Kusumaningrum D.; Sutomo V.A.; Anisa R.,58774674200; 57505156900; 57212168538; 57190940933,Area Yield Index and Multi-peril Crop Insurance Model Profitability Analysis,2023,AIP Conference Proceedings,0.0,10.1063/5.0177449,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180360277&doi=10.1063%2f5.0177449&partnerID=40&md5=5a469f99da4661bbf1dfbcb5705c6a79,"School of Applied STEM, Prasetiya Mulya University, Tangerang, 15339, Indonesia; Indonesia Financial Group, Graha CIMB Niaga Building, Jakarta Selatan, 12190, Indonesia; IPB University, Jl. Raya Dramaga, West Java, Bogor, 16680, Indonesia","R.I. Suprajetno; School of Applied STEM, Prasetiya Mulya University, Tangerang, 15339, Indonesia; email: r.i.suprajetno@gmail.com",Conference paper,Scopus
